Country,,Children per Women,Fertility,Population,,Year
Jordan,,3.88,31,11.1,,2001
Kazakhstan,,1.99,28.4,9.48,,2001
Kenya,,5.04,104,11.8,,2001
Kiribati,,3.98,0,10.8,,2001
Kuwait,,2.69,16.1,9.3,,2001
Kyrgyz Republic,,2.54,31.5,10.8,,2001
Lao,,3.98,52,11.1,,2001
Latvia,,1.25,16.6,7.12,,2001
Lebanon,,2.04,19.8,9.37,,2001
Lesotho,,3.86,89.6,12.1,,2001
Liberia,,5.72,146,10.6,,2001
Libya,,2.67,3.84,11.6,,2001
Liechtenstein,,,4,,,2001
Lithuania,,1.29,20.9,7.03,,2001
Luxembourg,,1.67,12.4,5.44,,2001
"Macao, China",,0.85,3.95,8.83,,2001
Madagascar,,5.34,150,10.3,,2001
Malawi,,6.05,159,10.6,,2001
Malaysia,,2.54,15.2,9.98,,2001
Maldives,,2.63,23,13.5,,2001
Mali,,6.86,190,10.6,,2001
Malta,,1.53,16.6,7.05,,2001
Marshall Islands,,,0,,,2001
Martinique,,1.93,27.8,6.23,,2001
Mauritania,,5.34,88,10.9,,2001
Mauritius,,1.94,36.5,7.91,,2001
Mayotte,,4.84,108,11.5,,2001
Mexico,,2.62,74.4,9.96,,2001
"Micronesia, Fed. Sts.",,4.11,34.3,12.2,,2001
Moldova,,1.29,37.4,9.41,,2001
Mongolia,,2.08,21.8,11.7,,2001
Montenegro,,1.86,20.9,7.63,,2001
Montserrat,,,5.4,,,2001
Morocco,,2.68,19.5,10.8,,2001
Mozambique,,5.8,176,10.3,,2001
Myanmar,,2.87,19.3,10.3,,2001
Namibia,,3.84,81.7,11.2,,2001
Nauru,,,113,,,2001
Nepal,,3.72,120,10.4,,2001
Netherlands,,1.73,7.07,5.77,,2001
Netherlands Antilles,,2.09,40.2,,,2001
New Caledonia,,2.34,19,8.4,,2001
New Zealand,,1.95,25.6,7.03,,2001
Nicaragua,,2.89,119,11.5,,2001
Niger,,7.66,214,10.1,,2001
Nigeria,,6.06,127,10.7,,2001
Niue,,,0,,,2001
North Korea,,1.99,0.984,7.84,,2001
North Macedonia,,1.64,26.3,8.1,,2001
Northern Mariana Islands,,,54.3,,,2001
Norway,,1.75,10.1,5.86,,2001
Oman,,3.29,18.1,12.5,,2001
Pakistan,,4.31,41.3,10.7,,2001
Palau,,,34.7,,,2001
Palestine,,5.09,71.4,10.7,,2001
Panama,,2.7,89,9.37,,2001
Papua New Guinea,,4.42,71,10.4,,2001
Paraguay,,3.32,82.3,11,,2001
Peru,,2.82,61.5,10.2,,2001
Philippines,,3.71,53.9,10.4,,2001
Poland,,1.28,14.9,7.93,,2001
Portugal,,1.45,20.2,5.99,,2001
Puerto Rico,,1.86,65,7.64,,2001
Qatar,,3,18.6,9.07,,2001
Reunion,,2.42,39,8.65,,2001
Romania,,1.32,32.6,7.4,,2001
Russia,,1.29,27.9,7.93,,2001
Rwanda,,5.45,44.7,12.3,,2001
Samoa,,4.46,36.8,9.71,,2001
San Marino,,,0,,,2001
Sao Tome and Principe,,5.17,80,11.9,,2001
Saudi Arabia,,3.71,20.6,10.6,,2001
Senegal,,5.31,108,11.3,,2001
Serbia,,1.72,25.8,6.86,,2001
Seychelles,,2.18,57,9.34,,2001
Sierra Leone,,6.16,143,10.6,,2001
Singapore,,1.37,7,6.42,,2001
Slovak Republic,,1.23,20.8,7.68,,2001
Slovenia,,1.22,5.77,6.48,,2001
Solomon Islands,,4.62,70.1,10.6,,2001
Somalia,,7.51,71.9,9.65,,2001
South Africa,,2.76,70.7,11,,2001
South Korea,,1.25,2.2,7.07,,2001
South Sudan,,6.05,,10.2,,2001
Spain,,1.28,9.44,5.67,,2001
Sri Lanka,,2.26,29.8,9.25,,2001
St. Helena,,,0,,,2001
St. Kitts and Nevis,,,0,,,2001
St. Lucia,,1.93,62,10.5,,2001
St. Vincent and the Grenadines,,2.27,64.6,10.3,,2001
Sudan,,5.33,73.6,10.5,,2001
Suriname,,2.78,44.8,9.34,,2001
Sweden,,1.67,8.12,5.79,,2001
Switzerland,,1.42,5.68,5.59,,2001
Syria,,3.84,45.5,11.8,,2001
Taiwan,,1.34,13,7.72,,2001
Tajikistan,,3.68,31.5,11.9,,2001
Tanzania,,5.67,132,10.8,,2001
Thailand,,1.62,43.6,8.11,,2001
Timor-Leste,,7.04,70.1,10,,2001
Togo,,5.32,78.9,11.1,,2001
Tokelau,,,0,,,2001
Tonga,,4.22,21.3,10.5,,2001
Trinidad and Tobago,,1.74,35.4,10.8,,2001
Tunisia,,2.05,6.52,10.7,,2001
Turkey,,2.4,42.8,9.57,,2001
Turkmenistan,,2.73,23,10.8,,2001
Turks and Caicos Islands,,,15.8,,,2001
Tuvalu,,,24.9,,,2001
Uganda,,6.77,173,10.9,,2001
Ukraine,,1.15,29.1,7.05,,2001
United Arab Emirates,,2.43,24.9,10.4,,2001
United Kingdom,,1.67,27,6.14,,2001
United States,,2.02,43.1,6.9,,2001
Uruguay,,2.21,63.5,7.19,,2001
Uzbekistan,,2.56,14.3,11.1,,2001
Vanuatu,,4.16,58,10.9,,2001
Venezuela,,2.74,92.1,9.99,,2001
Vietnam,,1.92,25.8,10.2,,2001
Virgin Islands (U.S.),,2.13,37.6,7.92,,2001
Wallis et Futuna,,,8.5,,,2001
Western Sahara,,2.89,,10.7,,2001
Yemen,,5.95,91.2,11.6,,2001
Zambia,,5.96,160,11.2,,2001
Zimbabwe,,4,75.2,12.5,,2001
Afghanistan,,6.99,144,10.7,,2003
Albania,,1.82,14.6,10.1,,2003
Algeria,,2.44,8.06,11.8,,2003
American Samoa,,,43.5,,,2003
Andorra,,,5.3,,,2003
Angola,,6.5,189,10.9,,2003
Anguilla,,,44,,,2003
Antigua and Barbuda,,2.25,0,8.17,,2003
Argentina,,2.47,63.7,8.4,,2003
Armenia,,1.4,29.6,9.68,,2003
Aruba,,1.79,36,6.79,,2003
Australia,,1.82,16.3,6.71,,2003
Austria,,1.42,13.6,5.68,,2003
Azerbaijan,,1.84,33.7,10.6,,2003
Bahamas,,1.86,39.1,8.79,,2003
Bahrain,,2.53,15.4,8.73,,2003
Bangladesh,,2.7,95.1,10.9,,2003
Barbados,,1.76,42.3,6.76,,2003
Belarus,,1.29,22.5,7.44,,2003
Belgium,,1.73,10.7,5.72,,2003
Belize,,3.18,86.2,10.6,,2003
Benin,,5.69,115,10.4,,2003
Bermuda,,,0,,,2003
Bhutan,,2.95,55,12.1,,2003
Bolivia,,3.68,81.9,10.1,,2003
Bosnia and Herzegovina,,1.3,17.5,7.29,,2003
Botswana,,3.04,57.6,11.2,,2003
Brazil,,2.03,81.8,9.38,,2003
British Virgin Islands,,,40,,,2003
Brunei,,1.89,25.8,9.1,,2003
Bulgaria,,1.3,40.2,6.35,,2003
Burkina Faso,,6.34,128,10.7,,2003
Burundi,,6.76,24.8,12.6,,2003
Cambodia,,3.31,44,11.9,,2003
Cameroon,,5.39,133,11.3,,2003
Canada,,1.55,14.6,6.53,,2003
Cape Verde,,3.24,89.4,12.2,,2003
Cayman Islands,,,0,,,2003
Central African Republic,,5.41,116,10.8,,2003
Chad,,7.15,180,10.5,,2003
Channel Islands,,1.41,11.1,5.52,,2003
Chile,,2,60.3,8.42,,2003
China,,1.55,8.29,9.72,,2003
Colombia,,2.24,87.1,9.28,,2003
Comoros,,5.25,61.4,11.2,,2003
"Congo, Dem. Rep.",,6.76,219,10.3,,2003
"Congo, Rep.",,5.05,126,10.4,,2003
Cook Is,,,0,,,2003
Costa Rica,,2.11,72.1,9.82,,2003
Cote d'Ivoire,,5.47,133,10.8,,2003
Croatia,,1.37,14,6.23,,2003
Cuba,,1.58,48.3,7.37,,2003
Curaçao,,,,7.11,,2003
Cyprus,,1.55,6.96,7.67,,2003
Czech Republic,,1.25,11.2,6.07,,2003
Denmark,,1.78,5.8,5.36,,2003
Djibouti,,3.99,26.5,11.7,,2003
Dominica,,,0,,,2003
Dominican Republic,,2.78,109,10.1,,2003
Ecuador,,2.83,83.8,9.92,,2003
Egypt,,3.05,50.1,11.1,,2003
El Salvador,,2.6,88.2,9.62,,2003
Equatorial Guinea,,5.62,126,9.91,,2003
Eritrea,,5.01,76.5,14,,2003
Estonia,,1.48,21.6,6.92,,2003
Eswatini,,3.93,95,12.1,,2003
Ethiopia,,5.87,87.3,10.4,,2003
Faeroe Islands,,,15.5,,,2003
Falkland Is (Malvinas),,,0,,,2003
Fiji,,2.91,43,9.62,,2003
Finland,,1.8,10.6,5.84,,2003
France,,1.92,7.74,6.22,,2003
French Guiana,,3.7,84.4,8.78,,2003
French Polynesia,,2.29,53.8,10.3,,2003
Gabon,,4.27,100,10.6,,2003
Gambia,,5.86,92.3,10.8,,2003
Georgia,,1.63,46.9,7.5,,2003
Germany,,1.35,11.4,5.56,,2003
Ghana,,4.55,76.4,10.8,,2003
Gibraltar,,,0,,,2003
Greece,,1.38,11.1,5.55,,2003
Greenland,,2.42,61.8,,,2003
Grenada,,2.37,47.7,11,,2003
Guadeloupe,,2.08,20.5,7.25,,2003
Guam,,2.68,53.3,8.46,,2003
Guatemala,,4.11,112,10.8,,2003
Guinea,,5.8,162,10.6,,2003
Guinea-Bissau,,5.47,123,11.2,,2003
Guyana,,2.88,76.7,8.71,,2003
Haiti,,3.85,50.1,11.2,,2003
Honduras,,3.57,98.7,10.9,,2003
"Hong Kong, China",,0.96,3.68,6.13,,2003
Hungary,,1.3,20.4,5.84,,2003
Iceland,,2.04,13,7.09,,2003
India,,3.04,93.7,10.1,,2003
Indonesia,,2.52,47.5,9.74,,2003
Iran,,1.87,31.9,13.2,,2003
Iraq,,4.59,81.9,10.7,,2003
Ireland,,1.98,17,7.36,,2003
Israel,,2.91,15.2,7.97,,2003
Italy,,1.34,6.98,4.73,,2003
Jamaica,,2.4,82.2,9.28,,2003
Japan,,1.3,5.7,5.16,,2003
Jordan,,3.78,29.2,10.7,,2003
Kazakhstan,,2.16,29.1,9.94,,2003
Kenya,,4.91,103,11.7,,2003
Kiribati,,3.93,0,11.2,,2003
Kuwait,,2.55,15.2,8.76,,2003
Kyrgyz Republic,,2.54,32.5,11.2,,2003
Lao,,3.72,46.8,11.5,,2003
Latvia,,1.35,17.2,7.33,,2003
Lebanon,,1.84,18.4,9.97,,2003
Lesotho,,3.64,83.1,12,,2003
Liberia,,5.55,145,10.4,,2003
Libya,,2.54,3.57,11.4,,2003
Liechtenstein,,,4,,,2003
Lithuania,,1.3,18.9,7.11,,2003
Luxembourg,,1.65,10.9,5.6,,2003
"Macao, China",,0.83,3.57,9.85,,2003
Madagascar,,5.14,143,10.4,,2003
Malawi,,5.96,143,11.1,,2003
Malaysia,,2.36,14.8,10.1,,2003
Maldives,,2.42,18.7,13.6,,2003
Mali,,6.82,188,10.5,,2003
Malta,,1.42,22.9,6.91,,2003
Marshall Islands,,,0,,,2003
Martinique,,1.97,20.9,7.29,,2003
Mauritania,,5.23,84.5,10.9,,2003
Mauritius,,1.87,36.1,7.67,,2003
Mayotte,,4.76,106,11.5,,2003
Mexico,,2.54,72.9,9.76,,2003
"Micronesia, Fed. Sts.",,3.91,30.7,11.9,,2003
Moldova,,1.22,36,9.58,,2003
Mongolia,,2.11,21.4,12.5,,2003
Montenegro,,1.85,19.8,7.3,,2003
Montserrat,,,33.5,,,2003
Morocco,,2.61,17.8,10.3,,2003
Mozambique,,5.76,166,10.1,,2003
Myanmar,,2.78,18.1,9.87,,2003
Namibia,,3.71,78.8,11.4,,2003
Nauru,,,0,,,2003
Nepal,,3.43,113,10.5,,2003
Netherlands,,1.73,6.27,5.83,,2003
Netherlands Antilles,,2.06,40.1,,,2003
New Caledonia,,2.3,19.4,8.86,,2003
New Zealand,,2.02,27.1,7.1,,2003
Nicaragua,,2.74,117,11.2,,2003
Niger,,7.63,211,9.93,,2003
Nigeria,,6.01,124,10.5,,2003
Niue,,,45.5,,,2003
North Korea,,2,0.853,7.67,,2003
North Macedonia,,1.57,24.6,7.93,,2003
Northern Mariana Islands,,,0,,,2003
Norway,,1.83,8.2,6.06,,2003
Oman,,3.03,14.6,12.6,,2003
Pakistan,,4.13,37.4,10.9,,2003
Palau,,,21.7,,,2003
Palestine,,4.87,64.2,11,,2003
Panama,,2.66,86.4,9.24,,2003
Papua New Guinea,,4.32,69.3,10.2,,2003
Paraguay,,3.12,78.3,11.1,,2003
Peru,,2.73,58.8,10.1,,2003
Philippines,,3.58,54,10.4,,2003
Poland,,1.28,14.9,7.42,,2003
Portugal,,1.43,18.9,5.53,,2003
Puerto Rico,,1.82,60.5,7.59,,2003
Qatar,,2.71,17.6,8.59,,2003
Reunion,,2.43,36,8.88,,2003
Romania,,1.36,33.8,7.77,,2003
Russia,,1.34,28.8,7.97,,2003
Rwanda,,5.24,42.3,12.1,,2003
Samoa,,4.46,33.4,9.65,,2003
San Marino,,,1.3,,,2003
Sao Tome and Principe,,5.07,74.5,11.7,,2003
Saudi Arabia,,3.51,17,10.9,,2003
Senegal,,5.2,107,11.1,,2003
Serbia,,1.66,24.3,6.94,,2003
Seychelles,,2.22,54,8.53,,2003
Sierra Leone,,5.97,144,10.7,,2003
Singapore,,1.26,6.1,6.65,,2003
Slovak Republic,,1.23,19.8,7.44,,2003
Slovenia,,1.27,5.19,6.16,,2003
Solomon Islands,,4.54,70.2,10.5,,2003
Somalia,,7.38,71.2,9.86,,2003
South Africa,,2.7,66.1,11,,2003
South Korea,,1.18,2.23,6.19,,2003
South Sudan,,5.89,,10.4,,2003
Spain,,1.33,10.4,5.24,,2003
Sri Lanka,,2.28,28,8.67,,2003
St. Helena,,,0,,,2003
St. Kitts and Nevis,,,0,,,2003
St. Lucia,,1.74,61.8,10.6,,2003
St. Vincent and the Grenadines,,2.2,62.3,9.98,,2003
Sudan,,5.2,68.9,10.3,,2003
Suriname,,2.71,42.7,9.15,,2003
Sweden,,1.77,7.25,6.12,,2003
Switzerland,,1.42,5.44,5.6,,2003
Syria,,3.65,44.4,11.6,,2003
Taiwan,,1.18,10,7.06,,2003
Tajikistan,,3.53,30.3,12.4,,2003
Tanzania,,5.65,131,10.8,,2003
Thailand,,1.58,43.5,7.76,,2003
Timor-Leste,,6.88,68.4,10.2,,2003
Togo,,5.23,73.5,10.9,,2003
Tokelau,,,0,,,2003
Tonga,,4.18,21.7,9.67,,2003
Trinidad and Tobago,,1.76,35.1,9.98,,2003
Tunisia,,2,6.18,10.5,,2003
Turkey,,2.31,41.4,9.24,,2003
Turkmenistan,,2.67,21.6,11.2,,2003
Turks and Caicos Islands,,,25.6,,,2003
Tuvalu,,,0,,,2003
Uganda,,6.65,164,11,,2003
Ukraine,,1.2,28.6,6.83,,2003
United Arab Emirates,,2.24,25.6,9.94,,2003
United Kingdom,,1.72,28.1,6.25,,2003
United States,,2.06,42.3,6.98,,2003
Uruguay,,2.17,62.5,7.28,,2003
Uzbekistan,,2.48,14.1,11.5,,2003
Vanuatu,,3.95,56.4,10.7,,2003
Venezuela,,2.66,91.2,9.99,,2003
Vietnam,,1.89,26.2,10.2,,2003
Virgin Islands (U.S.),,2.23,34.3,7.4,,2003
Wallis et Futuna,,,14.8,,,2003
Western Sahara,,2.72,,10.4,,2003
Yemen,,5.6,86.3,11.9,,2003
Zambia,,5.86,155,11.1,,2003
Zimbabwe,,3.98,70.9,12.7,,2003
Afghanistan,,6.83,136,10.8,,2004
Albania,,1.75,16.2,10.3,,2004
Algeria,,2.5,7.82,11.6,,2004
American Samoa,,,32.5,,,2004
Andorra,,,0,,,2004
Angola,,6.47,183,10.9,,2004
Anguilla,,,36,,,2004
Antigua and Barbuda,,2.22,0,8.11,,2004
Argentina,,2.45,63.8,8.39,,2004
Armenia,,1.4,26.8,9.66,,2004
Aruba,,1.77,39.4,6.88,,2004
Australia,,1.86,15.6,6.66,,2004
Austria,,1.41,12.8,5.66,,2004
Azerbaijan,,1.82,33.8,10.8,,2004
Bahamas,,1.86,36.7,8.87,,2004
Bahrain,,2.45,15.2,8.39,,2004
Bangladesh,,2.61,89.7,10.8,,2004
Barbados,,1.76,42.4,6.67,,2004
Belarus,,1.32,21.3,7.29,,2004
Belgium,,1.76,10.5,5.7,,2004
Belize,,3.07,83.7,10.5,,2004
Benin,,5.63,114,10.4,,2004
Bermuda,,,0,,,2004
Bhutan,,2.84,53.4,12.3,,2004
Bolivia,,3.6,80.7,10.1,,2004
Bosnia and Herzegovina,,1.29,17.1,7.24,,2004
Botswana,,2.99,55.8,11,,2004
Brazil,,1.98,79.8,9.19,,2004
British Virgin Islands,,,28.8,,,2004
Brunei,,1.85,25.5,8.9,,2004
Bulgaria,,1.34,38,6.27,,2004
Burkina Faso,,6.27,127,10.6,,2004
Burundi,,6.69,22.8,12.7,,2004
Cambodia,,3.23,43.2,11.5,,2004
Cameroon,,5.35,131,11.3,,2004
Canada,,1.57,14.4,6.5,,2004
Cape Verde,,3.13,86.8,12.4,,2004
Cayman Islands,,,0,,,2004
Central African Republic,,5.38,113,10.8,,2004
Chad,,7.07,175,10.5,,2004
Channel Islands,,1.42,10.7,5.4,,2004
Chile,,1.98,59.6,8.46,,2004
China,,1.57,8.34,9.77,,2004
Colombia,,2.2,82.9,9.25,,2004
Comoros,,5.22,60.3,11.2,,2004
"Congo, Dem. Rep.",,6.71,213,10.3,,2004
"Congo, Rep.",,5.04,123,10.3,,2004
Cook Is,,,0,,,2004
Costa Rica,,2.07,70,9.78,,2004
Cote d'Ivoire,,5.42,132,10.9,,2004
Croatia,,1.38,13.8,6.1,,2004
Cuba,,1.57,47.3,7.38,,2004
Curaçao,,,,7.21,,2004
Cyprus,,1.52,6.82,7.54,,2004
Czech Republic,,1.3,10.8,6.03,,2004
Denmark,,1.8,5.8,5.48,,2004
Djibouti,,3.87,25.3,11.8,,2004
Dominica,,,42.6,,,2004
Dominican Republic,,2.75,109,10.1,,2004
Ecuador,,2.79,83.5,9.89,,2004
Egypt,,3.02,48.9,11,,2004
El Salvador,,2.53,86.4,9.72,,2004
Equatorial Guinea,,5.56,125,9.61,,2004
Eritrea,,4.94,73.2,13.8,,2004
Estonia,,1.54,21.4,6.84,,2004
Eswatini,,3.87,91.3,12.1,,2004
Ethiopia,,5.69,82.3,10.4,,2004
Faeroe Islands,,,11.1,,,2004
Falkland Is (Malvinas),,,0,,,2004
Fiji,,2.86,43.8,9.33,,2004
Finland,,1.8,10.3,5.82,,2004
France,,1.94,7.52,6.17,,2004
French Guiana,,3.68,86.5,8.94,,2004
French Polynesia,,2.25,52.9,10.3,,2004
Gabon,,4.23,96.8,10.6,,2004
Gambia,,5.84,87.1,10.9,,2004
Georgia,,1.66,46.2,7.45,,2004
Germany,,1.35,11,5.51,,2004
Ghana,,4.49,74.6,10.8,,2004
Gibraltar,,,0,,,2004
Greece,,1.4,10.4,5.36,,2004
Greenland,,2.38,70.2,,,2004
Grenada,,2.34,45.9,10.7,,2004
Guadeloupe,,2.07,0,7.37,,2004
Guam,,2.64,52.7,8.55,,2004
Guatemala,,3.97,111,10.8,,2004
Guinea,,5.73,161,10.8,,2004
Guinea-Bissau,,5.39,119,11.3,,2004
Guyana,,2.84,73.9,9,,2004
Haiti,,3.76,48.8,11.1,,2004
Honduras,,3.45,96.9,10.8,,2004
"Hong Kong, China",,0.97,3.52,6.04,,2004
Hungary,,1.3,19.7,5.83,,2004
Iceland,,2.07,15.1,7.08,,2004
India,,2.97,91.3,10,,2004
Indonesia,,2.51,46.7,9.67,,2004
Iran,,1.83,31.1,12.8,,2004
Iraq,,4.56,87.3,10.6,,2004
Ireland,,1.98,16.5,7,,2004
Israel,,2.91,14.8,7.85,,2004
Italy,,1.36,6.84,4.68,,2004
Jamaica,,2.36,80.6,9.23,,2004
Japan,,1.31,5.33,5.03,,2004
Jordan,,3.75,28.3,10.6,,2004
Kazakhstan,,2.26,29.4,9.95,,2004
Kenya,,4.84,102,11.6,,2004
Kiribati,,3.91,39,11.3,,2004
Kuwait,,2.5,14.7,8.28,,2004
Kyrgyz Republic,,2.58,33,11.4,,2004
Lao,,3.62,44.2,11.8,,2004
Latvia,,1.4,17.5,7.3,,2004
Lebanon,,1.75,17.6,10.3,,2004
Lesotho,,3.55,79.9,11.9,,2004
Liberia,,5.46,144,10.3,,2004
Libya,,2.49,3.43,11.2,,2004
Liechtenstein,,,7.1,,,2004
Lithuania,,1.32,18.1,7.08,,2004
Luxembourg,,1.64,12,5.67,,2004
"Macao, China",,0.84,3.38,9.98,,2004
Madagascar,,5.05,140,10.4,,2004
Malawi,,5.9,135,11.2,,2004
Malaysia,,2.29,14.6,10.1,,2004
Maldives,,2.34,16.5,13.5,,2004
Mali,,6.79,188,10.4,,2004
Malta,,1.4,21.8,6.85,,2004
Marshall Islands,,,108,,,2004
Martinique,,2,20.1,7.63,,2004
Mauritania,,5.18,82.7,10.9,,2004
Mauritius,,1.82,35.8,7.71,,2004
Mayotte,,4.72,0,11.3,,2004
Mexico,,2.5,72.1,9.66,,2004
"Micronesia, Fed. Sts.",,3.82,29,11.9,,2004
Moldova,,1.22,35.3,9.46,,2004
Mongolia,,2.17,21.2,12.5,,2004
Montenegro,,1.84,19.2,7.14,,2004
Montserrat,,,0,,,2004
Morocco,,2.59,16.9,10.2,,2004
Mozambique,,5.74,160,10.1,,2004
Myanmar,,2.72,17.5,9.68,,2004
Namibia,,3.67,77.3,11.5,,2004
Nauru,,,84,,,2004
Nepal,,3.29,110,10.6,,2004
Netherlands,,1.71,5.87,5.85,,2004
Netherlands Antilles,,2.04,36.4,,,2004
New Caledonia,,2.28,19.6,8.96,,2004
New Zealand,,2.05,27.2,7.13,,2004
Nicaragua,,2.68,115,11.1,,2004
Niger,,7.61,210,9.89,,2004
Nigeria,,5.99,122,10.5,,2004
Niue,,,0,,,2004
North Korea,,2,0.787,7.65,,2004
North Macedonia,,1.53,23.7,7.84,,2004
Northern Mariana Islands,,,0,,,2004
Norway,,1.84,8,6.14,,2004
Oman,,2.95,12.8,12.7,,2004
Pakistan,,4.07,35.5,11,,2004
Palau,,,26.5,,,2004
Palestine,,4.78,60.6,11.1,,2004
Panama,,2.65,85.2,9.16,,2004
Papua New Guinea,,4.26,68.5,10.1,,2004
Paraguay,,3.04,76.3,11.1,,2004
Peru,,2.68,57.4,10.1,,2004
Philippines,,3.5,54,10.4,,2004
Poland,,1.3,14.8,7.19,,2004
Portugal,,1.42,18.5,5.34,,2004
Puerto Rico,,1.79,58.3,7.6,,2004
Qatar,,2.57,17.1,8.4,,2004
Reunion,,2.43,42.6,8.9,,2004
Romania,,1.38,33.9,7.72,,2004
Russia,,1.29,29.2,7.77,,2004
Rwanda,,5.14,41.1,11.9,,2004
Samoa,,4.46,31.7,9.71,,2004
San Marino,,,0,,,2004
Sao Tome and Principe,,5.02,71.7,11.5,,2004
Saudi Arabia,,3.42,15.2,11,,2004
Senegal,,5.16,107,11,,2004
Serbia,,1.64,23.6,6.93,,2004
Seychelles,,2.25,59,8.15,,2004
Sierra Leone,,5.86,144,10.7,,2004
Singapore,,1.26,5.65,6.82,,2004
Slovak Republic,,1.25,19.7,7.29,,2004
Slovenia,,1.31,5.96,5.96,,2004
Solomon Islands,,4.5,70.2,10.4,,2004
Somalia,,7.31,70.8,9.97,,2004
South Africa,,2.68,63.8,10.9,,2004
South Korea,,1.17,2.24,5.99,,2004
South Sudan,,5.8,,10.5,,2004
Spain,,1.35,11.1,5.05,,2004
Sri Lanka,,2.28,0,8.44,,2004
St. Helena,,,0,,,2004
St. Kitts and Nevis,,,0,,,2004
St. Lucia,,1.68,61.8,10.6,,2004
St. Vincent and the Grenadines,,2.17,61.2,9.86,,2004
Sudan,,5.14,66.6,10.3,,2004
Suriname,,2.67,41.6,9.09,,2004
Sweden,,1.79,6.82,6.27,,2004
Switzerland,,1.43,4.89,5.6,,2004
Syria,,3.56,43.9,11.5,,2004
Taiwan,,1.12,8,6.86,,2004
Tajikistan,,3.5,29.6,12.5,,2004
Tanzania,,5.64,131,10.8,,2004
Thailand,,1.57,43.4,7.61,,2004
Timor-Leste,,6.79,67.5,10.4,,2004
Togo,,5.18,70.8,10.8,,2004
Tokelau,,,0,,,2004
Tonga,,4.14,21.9,9.51,,2004
Trinidad and Tobago,,1.77,35,9.56,,2004
Tunisia,,1.99,6.02,10.3,,2004
Turkey,,2.27,40.6,9.07,,2004
Turkmenistan,,2.65,20.9,11.3,,2004
Turks and Caicos Islands,,,25.5,,,2004
Tuvalu,,,27.5,,,2004
Uganda,,6.58,159,11.1,,2004
Ukraine,,1.25,27.2,6.66,,2004
United Arab Emirates,,2.15,26,9.34,,2004
United Kingdom,,1.76,28.6,6.25,,2004
United States,,2.06,42,7.01,,2004
Uruguay,,2.16,62.1,7.34,,2004
Uzbekistan,,2.46,14,11.6,,2004
Vanuatu,,3.85,55.6,10.6,,2004
Venezuela,,2.63,90.8,9.94,,2004
Vietnam,,1.89,26.4,10.2,,2004
Virgin Islands (U.S.),,2.29,32.6,7.18,,2004
Wallis et Futuna,,,13,,,2004
Western Sahara,,2.66,,10.3,,2004
Yemen,,5.43,83.8,12.1,,2004
Zambia,,5.79,152,11.1,,2004
Zimbabwe,,3.99,68.8,12.7,,2004
Afghanistan,,6.65,127,10.6,,2005
Albania,,1.7,12.9,10,,2005
Algeria,,2.58,7.58,11.4,,2005
American Samoa,,,33.8,,,2005
Andorra,,,11.1,,,2005
Angola,,6.42,177,10.9,,2005
Anguilla,,,42.8,,,2005
Antigua and Barbuda,,2.2,0,8.13,,2005
Argentina,,2.43,63,8.38,,2005
Armenia,,1.3,25.7,9.51,,2005
Aruba,,1.75,40.5,6.63,,2005
Australia,,1.89,14.9,6.74,,2005
Austria,,1.41,11.9,5.68,,2005
Azerbaijan,,1.82,33.8,10.7,,2005
Bahamas,,1.87,34.2,8.71,,2005
Bahrain,,2.37,15.1,8.52,,2005
Bangladesh,,2.52,84.3,10.7,,2005
Barbados,,1.76,42.5,6.59,,2005
Belarus,,1.36,21.5,7.1,,2005
Belgium,,1.78,10.4,5.74,,2005
Belize,,2.98,81.2,10.6,,2005
Benin,,5.58,113,10.5,,2005
Bermuda,,,17.9,,,2005
Bhutan,,2.73,51.8,12.3,,2005
Bolivia,,3.51,79.4,10.1,,2005
Bosnia and Herzegovina,,1.29,16.8,7.15,,2005
Botswana,,2.95,54,10.8,,2005
Brazil,,1.93,77.7,9.03,,2005
British Virgin Islands,,,25,,,2005
Brunei,,1.82,25.3,9.03,,2005
Bulgaria,,1.38,39.7,6.12,,2005
Burkina Faso,,6.19,126,10.6,,2005
Burundi,,6.62,20.7,12.6,,2005
Cambodia,,3.16,42.5,11.1,,2005
Cameroon,,5.31,130,11.2,,2005
Canada,,1.6,14.2,6.52,,2005
Cape Verde,,3.02,84.2,12.3,,2005
Cayman Islands,,,0,,,2005
Central African Republic,,5.35,110,10.8,,2005
Chad,,6.99,170,10.6,,2005
Channel Islands,,1.42,10.3,5.49,,2005
Chile,,1.96,58.9,8.49,,2005
China,,1.57,8.38,9.54,,2005
Colombia,,2.16,78.6,9.24,,2005
Comoros,,5.17,59.1,11.1,,2005
"Congo, Dem. Rep.",,6.66,207,10.3,,2005
"Congo, Rep.",,5.03,121,10.2,,2005
Cook Is,,,0,,,2005
Costa Rica,,2.03,67.8,9.7,,2005
Cote d'Ivoire,,5.38,131,10.9,,2005
Croatia,,1.4,13.6,5.93,,2005
Cuba,,1.57,46.2,7.32,,2005
Curaçao,,,,7.04,,2005
Cyprus,,1.5,6.69,7.65,,2005
Czech Republic,,1.35,10.8,6,,2005
Denmark,,1.85,6.2,5.67,,2005
Djibouti,,3.74,24.1,11.7,,2005
Dominica,,,48.2,,,2005
Dominican Republic,,2.72,109,10.1,,2005
Ecuador,,2.76,83.1,9.84,,2005
Egypt,,3,47.8,10.9,,2005
El Salvador,,2.47,84.5,9.83,,2005
